Model Name,RAM,ROM,CPU,OS,Price
Oppo R7 Plus Price & Specs,3GB/4GB RAM,32GB/64GB built-in,Octa core (4 x 1.5 GHz Cortex-A53 + 4 x 1.0 GHz Cortex A53),"Android OS, v5.0 (Lollipop)",Discontinued
Oppo Neo 5S Price & Specs,1 GB RAM,8GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.2 (KitKat)",Discontinued
Oppo R7 Lite Price & Specs,2GB RAM,16GB built-in,Octa core (4 x 1.5 GHz Cortex A53 + 4 x 1.0 GHz Cortex A53),"Android OS, v5.1 (Lollipop)",Discontinued
Oppo F1 Price & Specs,3GB RAM,16GB built-in,Octa core (4 x 1.7 GHz Cortex A53 + 4 x 1.0 GHz Cortex A53),"Android OS, v5.1 (Lollipop)",Discontinued
Oppo F5 Youth Price & Specs,3GB RAM,32GB Built-in,2.5 Ghz Octa Core Cortex-A53,Android v7.1.2 Nougat,Discontinued
Oppo F5 Limited Edition Price & Specs,4GB,32GB Built-in,2.5 GHz Octa Core,Android v7.1.2 Nougat,Discontinued
Realme 2 Pro,8GB RAM,128GB Built-in,Octa-core (4 x 2.0 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android V8.1 Oreo,"46,999"
Realme 3 Pro 6GB,6GB RAM,128GB Built-in,Octa-core (2 x 2.2 GHz Kryo 360 Gold + 6 x 1.7 GHz Kryo 360 Silver),Android 9.0 (Pie),"39,999"
Realme 3 Pro,4GB RAM,64GB Built-in,Octa-core (2 x 2.2 GHz Kryo 360 Gold + 6 x 1.7 GHz Kryo 360 Silver),Android 9.0 (Pie),"35,499"
Realme 3 4GB,4GB RAM,64GB Built-in,Octa-core (4 x 2.1 GHz Cortex-A73 + 4 x 2.0 GHz Cortex-A53),Android 9.0 (Pie),"24,999"
Realme 3,3GB RAM,32GB Built-in,Octa-core (4 x 2.1 GHz Cortex-A73 + 4 x 2.0 GHz Cortex-A53),Android 9.0 (Pie),"22,999"
Realme C2,2/3GB RAM,16/32GB Built-in,2.0 GHz Octa-Core Cortex-A53,Android 9.0 (Pie),"20,999"
Realme C1,2GB RAM,16GB Built-in,1.8 GHz Octa Core Cortex-A53,Android V8.1 Oreo,"16,999"
Nokia 8.1,4/6GB RAM,64/128GB Built-in,Octa-core (2 x 2.2 GHz 360 Gold + 6 x 1.7 GHz Kryo 360 Silver),Android 9.0 (Pie); Android One,"39,899"
Nokia 7 Plus,4GB RAM,64GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android One,"36,800"
Nokia 8,4GB RAM,64GB Built-in,Octa-core (4 x 2.5 GHz Kryo + 4 x 1.8 GHz Kryo),Android v7.1.1 Nougat upgradable to Android 8.0 (Oreo),"35,990"
Nokia 7.1,3/4GB RAM,32/64GB Built-in,1.8 GHz Octa Core Kryo 260,Android V8.1 Oreo upgradable to Android 9.0 (Pie); Android One,"33,899"
Nokia 6.1 Plus,4GB RAM,64GB Built-in,1.8 GHz Octa Core Kryo 260,Android V8.1 Oreo; Android One,"28,799"
Nokia 6 2018,3GB RAM,32/64GB Built-in,2.2 Ghz Octa Core Cortex-A53,Android One,"27,800"
Nokia 3.2 32GB,3GB RAM,32GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android 9.0 (Pie); Android One,"25,500"
Nokia 3.1 Plus,3GB RAM,32GB Built-in,2.0 GHz Octa-Core Cortex A-53,Android V8.0 Oreo ; Android One,"23,990"
Nokia 5.1 Plus,3GB RAM,32GB Built-in,Octa-core (4 x 2.0 GHz Cortex-A73 + 4 x 2.0 GHz Cortex-A53),Android V8.1 Oreo; Android One,"22,899"
Nokia 3.1,2GB RAM,16GB Built-in,Octa-core (4 x 1.5 GHz Cortex-A53 + 4 x 1.0 GHz Cortex-A53),Android V8.0 Oreo; (Android One),"19,899"
Nokia 2.2,3GB RAM,32GB Built-in,2.0 Ghz Quad Core Cortex-A53,Android 9.0 (Pie); Android One,"18,699"
Nokia 3.2 Price in Pakistan and Specifications,2GB RAM,16GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android 9.0 (Pie); Android One,"18,299"
Nokia 5,2GB RAM,16GB built-in,1.4 GHZ Octa-Core Cortex-A53,Android OS 7.1 (Nougat),"17,650"
Nokia 3,2GB RAM,16GB built-in,1.4 Quad-Core Cortex-A53,Android OS 7.0 (Nougat),"16,400"
Nokia 2.1,1GB RAM,8GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android V8.1 Oreo ; (Android Go edition pure ROM),"14,999"
Nokia 1 Plus,1GB RAM,8/16GB Built-in,1.5 Ghz Quad Core Cortex-A53,Android 9 (Pie); Go edition,"14,899"
Nokia 8110 4G,512MB RAM,4GB Built-in,Dual-core (2 x 1.1 GHz Cortex-A7),KaiOS,"9,990"
Nokia 1,1GB RAM,8GB Built-in,1.1 Ghz Quad Core Cortex-A53,Android Android 8.1 Oreo (Go edition),"9,499"
Nokia 3310 3G,LED Flash,2 MP,TFT,117 x 52.3 x 13.3 mm,"7,575"
Nokia 150 Dual SIM,Speakerphone,3.5mm audio jack,"VGA, LED flash",118 x 50.2 x 13.5 mm,"5,049"
Nokia 150,Speakerphone,3.5mm audio jack,"VGA, LED flash",118 x 50.2 x 13.5 mm,"4,699"
Nokia E6 Price & Specs,3264x2448 pixels,8MP,"TFT capacitive touchscreen, 16M colors, Multi-touch input method",Symbian Anna OS,Discontinued
Nokia Lumia 620 Price & Specs,512MB RAM,8GB built-in,Dual-core 1 GHz Krait,Microsoft Windows Phone 8,Discontinued
Nokia Lumia 520 Price & Specs,512 MB RAM,8GB built-in,Dual-core 1 GHz,Microsoft Windows Phone 8,Discontinued
Nokia Lumia 925 Price & Specs,1GB RAM,16GB built-in,Dual core 1.5 GHz Krait,Microsoft Windows Phone 8,Discontinued
Nokia 208 Price & Specs,1280 x 960 pixels,1.3MP,"TFT, 256K colors","114.2 x 50.9 x 12.8 mm, 65.2 cc",Discontinued
Nokia Lumia 1020 Price & Specs,2GB RAM,32GB built-in,Dual-core 1.5 GHz Krait,Microsoft Windows Phone 8,Discontinued
Nokia Lumia 625 Price & Specs,512MB RAM,8GB built-in,Dual-core 1.2 GHz Krait,Microsoft Windows Phone 8,Discontinued
Nokia Lumia 1520 Price & Specs,2GB RAM,32GB built-in,Quad-core 2.2 GHz,Microsoft Windows Phone 8 Black,Discontinued
Nokia X Price & Specs,512MB RAM,4GB built-in,Dual-core 1 GHz,"Nokia X 1.0 (based on Android OS, v4.1.2 Jelly Bean)",Discontinued
Nokia Lumia 930 Price & Specs,2GB RAM,32GB built-in,Quad-core 2.2 GHz Krait 400,"Microsoft Windows Phone 8.1, Lumia Cyan",Discontinued
Nokia XL Price & Specs,768MB RAM,4GB built-in,Dual-core 1 GHz,"Nokia X 1.0 (based on Android OS, v4.1.2 Jelly Bean)",Discontinued
Nokia Lumia 630 Price & Specs,512MB RAM,8GB built-in,1.2 GHz Quad-core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Nokia Lumia 635 Price & Specs,512MB RAM,8GB built-in,1.2 GHz Quad-core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Nokia Lumia 630 Dual SIM Price & Specs,512MB RAM,8GB built-in,1.2 GHz Quad-core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Nokia X2 Price & Specs,1GB RAM,4GB built-in,1.2 GHz Dual-Core,"Android OS, v4.3 (Jelly Bean)",Discontinued
Nokia Lumia 530 Price & Specs,512MB RAM,4GB built-in,1.2 GHz Quad-Core,Microsoft Windows Phone 8.1,Discontinued
Nokia Lumia 730 Price & Specs,1GB RAM,8GB built-in,1.2 GHz uad-Core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Nokia Lumia 735 Price & Specs,1GB RAM,8GB built-in,1.2 GHz uad-Core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Nokia Lumia 638 Price & Specs,1GB RAM,8GB built-in,1.2 GHz Quad-core Cortex-A7,Microsoft Windows Phone 8.1,Discontinued
Xiaomi Mi 8,6GB RAM,64/128/256GB Built-in,Octa-core (4 x 2.8 GHz Kryo 385 Gold + 4 x 1.8 GHz Kryo 385 Silver),Android V8.1 Oreo,"64,999"
Xiaomi Mi Mix 2,6GB RAM,64GB Built-in,Octa Core (4 x 2.45 GHz Kryo + 4 x 1.9 GHz Kryo),Android v7.1.1 Nougat,"52,999"
Xiaomi Pocophone F1,6GB RAM,128GB Built-in,Octa-core (4 x 2.8 GHz Kryo 385 Gold + 4 x 1.8 GHz Kryo 385 Silver),Android V8.1 Oreo,"51,999"
Xiaomi Mi 6,6GB RAM,64/128GB Built-in,Octa-core (4 x 2.45 GHz Kryo + 4 x 1.9 GHz Kryo),Android v7.0 Nougat,"43,999"
Xiaomi Mi A2,4GB RAM,64GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android 8.1 (Oreo); Android One,"36,999"
Xiaomi Redmi Note 7,4GB RAM,64GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android 9.0 (Pie),"35,999"
Xiaomi Redmi Note 6 Pro 4GB,4GB RAM,64GB Built-in,1.8 GHz Octa Core Kryo 260,Android V8.1 Oreo,"34,999"
Xiaomi Mi 8 Lite,4GB RAM,64GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android V8.1 Oreo,"33,499"
Xiaomi Redmi Note 5 Pro,4GB RAM (LPDDR4X RAM),64GB Built-in,1.8 GHz Octa Core Kryo 260,Android v7.1.2 Nougat,"31,999"
Xiaomi Mi A1,4GB RAM,64GB Built-in,2Ghz Octa Core Cortex-A53,Android One,"29,900"
Xiaomi Mi Max 2,4GB RAM,64/128GB built-in,2 Ghz Octa Core Cortex-A53,"Android OS, v7.0 (Nougat)","28,999"
Xiaomi Redmi S2 4GB,4GB RAM,64GB Built-in,2.0 Ghz Octa Core Cortex A-53,Android v8.1 Oreo,"28,999"
Xiaomi Redmi Note 6 Pro,3GB RAM,32GB Built-in,1.8 GHz Octa Core Kryo 260,Android V8.1 Oreo,"27,999"
Xiaomi Redmi 5 Plus 4GB,4GB RAM,64GB Built-in,2 Ghz Octa Core Cortex-A53,Android v7.1.2 Nougat,"26,900"
Xiaomi Redmi 7,3GB RAM,32GB Built-in,Octa-core (4 x 1.8 GHz Kryo 250 Gold + 4 x 1.8 GHz Kryo 250 Silver),Android 9.0 (Pie),"25,999"
Xiaomi Redmi 6 4GB,4GB RAM,64GB Built-in,2.0 Ghz Octa Core Cortex-A53,Android V8.1 Oreo,"24,999"
Xiaomi Mi A2 Lite,3GB RAM,32GB Built-in,2.0 Ghz Octa Core Cortex A-53,Android V8.0 Oreo; (Android One),"22,999"
Xiaomi Redmi S2,3GB RAM,32GB Built-in,2.0 Ghz Octa Core Cortex A-53,Android v8.1 Oreo,"22,499"
Xiaomi Redmi 6,3GB RAM,32GB Built-in,2.0 Ghz Octa Core Cortex-A53,Android V8.1 Oreo,"21,999"
Xiaomi Redmi 5 Plus,3GB RAM,32GB Built-in,2 Ghz Octa Core Cortex-A53,Android v7.1.2 Nougat,"21,000"
Xiaomi Redmi 5 3GB,3GB RAM,32GB Built-in,1.8 GHz Octa Core Cortex-A53,Android v7.1.1 Nougat,"20,500"
Xiaomi Redmi Note 5A Prime,3GB RAM,32GB Built-in,Octa Core Cortex-A53,Android v7.0 Nougat,"18,999"
Xiaomi Redmi 6A 32GB,2GB RAM,32GB Built-in,2.0 Ghz Quad Core Cortex-A53,Android V8.1 Oreo,"18,999"
Xiaomi Redmi 4X,2GB RAM,16GB built-in,1.4 GHz Octa-Core Cortex-A53,"Android OS, v6.0.1 (Marshmallow)","18,900"
Xiaomi Redmi 5,2GB RAM,16GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"17,499"
Xiaomi Redmi Note 5A,2GB RAM,16GB Built-in,Quad-core Cortex-A53,Android v7.1.1 Nougat,"16,900"
Xiaomi Redmi 5A HD,2GB RAM,16GB Built-in,Quad-core 1.4 GHz Cortex-A53,Android v7.1.1 Nougat,"15,500"
Xiaomi Redmi 6A,2GB RAM,16GB Built-in,2.0 Ghz Quad Core Cortex-A53,Android V8.1 Oreo,"14,999"
Xiaomi Redmi Go,1GB RAM,8GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android V8.1 Oreo; Go Edition,"11,699"
Xiaomi Redmi 5 Plus,3GB RAM,32GB Built-in,2 Ghz Octa Core Cortex-A53,Android v7.1.2 Nougat,"21,000"
Infinix Note 5 Stylus,4GB RAM,64GB Built-in,2.0 GHz Octa Core,Android One,"37,899"
Infinix Note 5,4GB RAM,64GB Built-in,2.0 Ghz Octa Core,Android One,"32,999"
Infinix Zero 5,6GB RAM,64GB Built-in,2.6 Ghz Octa Core,Android v7.1.2 Nougat,"29,999"
Infinix Zero 4 Plus,4GB RAM,64GB built-in,2.1 GHz Deca-Core,Android OS V6.0 (Marshmallow),"26,499"
Infinix Note 4 Pro,3GB RAM,32GB Built-in,"1.3 Ghz Octa Core Cortex A53, 64 bit",Android v7.0 Nougat,"26,400"
Infinix Hot S3 4GB,4GB RAM,64GB Built-in,1.4 Ghz Octa Core,Android V8.0 Oreo,"25,999"
Infinix Hot S3X 4GB,4GB RAM,64GB Built-in,1.4 Ghz Octa Core,Android V8.1 Oreo,"23,999"
Infinix S4,4GB RAM,64GB Built-in,2.0 Ghz Octa Core Cortex-A53,Android 9.0 (Pie),"22,999"
Infinix Note 3 4G,2GB RAM,16GB built-in,1.3 GHZ Octa-Core,Androis OS v6.0 (Marshmallow),"20,599"
Infinix Hot 7 Pro,2/3/6GB RAM,32/64GB Built-in,1.8 Ghz Quad Core Cortex-A53,Android 9.0 (Pie),"19,999"
Infinix Hot S3X,3GB RAM,32GB Built-in,1.4 Ghz Octa Core,Android V8.1 Oreo,"19,600"
Infinix Smart 2 32GB,3GB RAM,32GB Built-in,1.5 Ghz Quad Core,Android V8.1 Oreo,"19,500"
Infinix Note 4,3GB RAM,32GB Built-in,1.3 Ghz Octa Core,Android v7.0 Nougat,"18,999"
Infinix Hot S3,3GB RAM,32GB Built-in,1.4 Ghz Octa Core,Android V8.0 Oreo,"18,999"
Infinix Hot 6 Pro 3GB,3GB RAM,32GB Built-in,1.4 Ghz Quad Core,Android V8.1 Oreo,"18,999"
Infinix Smart 3 Plus,2/3GB RAM,32GB Built-in,2.0 Ghz Quad Core Cortex-A53,Android 9.0 (Pie),"16,999"
Infinix Hot 4 Pro,4864 X 2736 pixels,13 MP,"HD Display, 16M colors, Multitouch",Android OS V6.0 (Marshmallow),"16,400"
Infinix Hot 6 Pro,2GB RAM,16GB Built-in,1.4 Ghz Quad Core,Android V8.1 Oreo,"16,000"
Infinix Note 2,autofocus,13 MP,"IPS capacitive touchscreen, 16M colrs, Multitouch",Android V6.0 (Marshmallow),"15,999"
Infinix S2 Pro,3GB RAM,32GB Built-in,1.3 GHz Octa Core Cortex-A53,Android v6.0 Marshmallow,"15,999"
Infinix Smart 3,2GB RAM,16GB Built-in,2.0 Ghz Quad Core,Android 9.0 (Pie),"15,700"
Infinix S2,2GB RAM,16GB Built-in,1.3 Ghz Octa Core,Android v6.0 Marshmallow,"15,499"
Infinix Smart 2,2GB RAM,16GB Built-in,1.5 Ghz Quad Core,Android V8.1 Oreo,"15,499"
Infinix Hot 3 Pro,autofocus,13 MP,"TFT Display, 16M colors, Multitouch",Android v5.1 (Lollipop) Upgradable up to V6.0 (Marshmallow),"15,200"
Infinix Hot 6,2GB RAM,16GB Built-in,1.3 Ghz Quad Core,Android V8.1 Oreo,"14,999"
Infinix Hot S,2GB RAM,16GB built-in,1.3 GHz Octa--Core Cortex,Android V6.0 (Marshmallow),"14,899"
Infinix Hot 5,2GB RAM,16GB Built-in,1.3 GHz Quad-Core Cortex-A53,Android v7.0 Nougat,"14,800"
Infinix Hot 7,1GB RAM,16GB Built-in,1.3 Ghz Quad Core Cortex-A7,Android V8.1 Oreo,"13,999"
Infinix Smart 2 HD,Dual LED Flash,8 MP,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Android V8.1 Oreo,"12,999"
Infinix Hot 4 LTE,3072 x 1728 pixels,8 MP,"HD Display Capacitive Touchscreen, 16M Colors, Multitouch",Android v6.0 Marshmallow,"12,600"
Infinix Smart,1GB RAM,16GB Built-in,1.3 Ghz Quad Core,Android v7.0 Nougat,"10,999"
Infinix Hot 3,1GB RAM,16GB built-in,1.3 GHZ Quad-Core,Android v5.1 (Lollipop),"10,500"
Infinix Hot Price & Specs,1GB RAM,16GB built-in,1.3 GHz Quad-Core Cortex-A53,Android v 4.4.2 Kitkat,Discontinued
Infinix Zero Price & Specs,1GB RAM,8GB built-in,1.4 GHz Octa-Core Cortex-A53,Android v 4.4.2 (Kitkat),Discontinued
Infinix Zero 2 Lite Price & Specs,3GB RAM,16GB built-in,1.3 GHz Octa-Core Cortex-A53,"Android OS, v5.1 (Lollipop)",Discontinued
Infinix Hot Note 32GB Price & Specs,2GB RAM,32GB built-in,1.4 GHZ Octa-Core,"Android v 4.4.2 Kitkat, upgradable to 5.0 (Lollipop)",Discontinued
Infinix Zero 2 32GB Price & Specs,2GB RAM,32GB built-in,2.0 GHz Octa-Core Cortex-A53,Android v 4.4.2 (Kitkat),Discontinued
Infinix Note 6,4GB RAM,64GB Built-in,Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),Android 9.0 (Pie),Coming Soon
Infinix Zero 5 Pro,6GB RAM,128GB Built-in,2.6 Ghz Octa Core,Android v7.1.2 Nougat,Coming Soon
Apple iPhone XS Max,4GB RAM,64/256/512GB Built-in,Hexa Core,IOS 12,"167,999"
Apple iPhone XS,4GB RAM,64/256/512GB Built-in,Hexa Core,IOS 12,"156,999"
Apple iPhone7 Plus 128GB,3GB RAM,128GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10.01 upgradable to iOS 10.0.2,"144,999"
Apple iPhone X,3GB RAM,64GB Built-in,Hexa Core (2 x Monsoon + 4 x Mistral),IOS 11,"129,999"
Apple iPhone XR,3GB RAM,64 Built-in,Hexa Core,IOS 12,"117,999"
Apple iphone 8 Plus,3GB RAM,64GB Built-in,Hexa Core,iOS 11,"111,999"
Apple iPhone 7 Plus 256GB,3GB RAM,256GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10.01 upgradable to iOS 10.0.2,"109,999"
Apple iPhone 7 Plus,3GB RAM,32GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10.01 upgradable to iOS 10.0.2,"100,900"
Apple iphone 8,2GB RAM,64/256GB Built-in,Hexa Core (2x Monsoon + 4x Mistral),IOS 11,"97,999"
Apple iphone 7 256GB,2GB RAM,256GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10,"90,999"
Apple iphone 7 128GB,2GB RAM,128GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10,"83,999"
Apple iphone 6s Plus 128GB,2GB RAM,128GB built-in,1.84 GHz Dual-Core Twister,"iOS 9, upgradable to iOS 9.3.3 & planned upgrade to iOS 10","82,000"
Apple iphone 7,2GB RAM,32GB built-in,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr),iOS 10,"74,999"
Apple iphone 6s Plus 64GB,2GB RAM,64GB built-in,1.84 GHz Dual-Core Twister,"iOS 9, upgradable to iOS 9.3.3 & planned upgrade to iOS 10","72,999"
Apple iphone 6,1 GB RAM,32GB built-in,1.4 GHZ Dual-core Cyclone (ARM v8-based),iOS 8,"43,999"
Apple iphone SE,2GB RAM,16/64GB built-in,1.84 GHz Dual-Core Twister,iOS 9.3,"31,500"
Apple iphone SE,2GB RAM,16/64GB built-in,1.84 GHz Dual-Core Twister,iOS 9.3,"31,500"
Apple iphone 7s Price & Specs,autofocus,12 MP,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors, Multitouch",iOS 11,N/A
Apple iPhone 9 Price & Specs,Autofocus,12 MP,"OLED Capacitive Touchscreen, 16M Colors, Multitouch",IOS 12,N/A
Apple iphone 4S 32GB Price & Specs,3264x2448 pixels,8MP,"LED-backlit IPS TFT, capacitive touchscreen, 16M colors, Multi-touch input method",iOS 5,Discontinued
Apple iphone 5 16GB Price & Specs,1GB DDR3 RAM,16B built-in,1.3 GHz Dual-Core Swift (ARM v7-based),"iOS 6, upgradable to iOS 8.3",Discontinued
Apple iphone 5 32GB Price & Specs,3264x2448 pixels,8MP,"LED-backlit IPS TFT, capacitive touchscreen, 16M colors,  Multi-touch input method",iOS 6,Discontinued
Apple iphone 5 64GB Price & Specs,3264x2448 pixels,8MP,"LED-backlit IPS TFT, capacitive touchscreen, 16M colors,  Multi-touch input method",iOS 6,Discontinued
Apple iphone 5C 32GB Price & Specs,RAM: 1GB,32GB built-in,Dual-core 1.3 GHz,iOS 7.0,Discontinued
Apple iphone 5C 16GB Price & Specs,RAM: 1GB,16 GB built-in,Dual-core 1.3 GHz,iOS 7.0,Discontinued
Apple iphone 5S 32GB Price & Specs,1GB DDR3 RAM,32GB built-in,1.3 GHz Quad-Core Cyclone (ARM v8-based)),"iOS 7, upgradable to iOS 8.3",Discontinued
Apple iphone 5S 64GB Price & Specs,1GB DDR3 RAM,64GB built-in,1.3 GHz Quad-Core Cyclone (ARM v8-based),"iOS 7, upgradable to iOS 8.3",Discontinued
Apple iphone 7 Pro Price & Specs,autofocus,12 MP Dual Camera,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors, Multitouch",iOS 10,Discontinued
Apple iphone SE 2 Price & Specs,autofocus,12 MP,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors, Multitouch",IOS 11,Discontinued
Apple iPhone XI,3GB RAM,64GB Built-in,Hexa-Core,IOS 13,Coming Soon
Apple iPhone XR 2019,4GB RAM,64/128GB Built-in,Hexa Core,IOS 12,Coming Soon
Apple iPhone XS Plus Price & Specs,Auto-focus,Dual 12 MP,"Super AMOLED capacitive touchscreen, 16M colors, Multitouch",IOS 12,Coming Soon
Apple iPhone X Plus Price & Specs,3GB RAM,256GB Built-in,Hexa Core,IOS 11,Coming Soon
QMobile Noir E8,3GB RAM,64GB built-in,2 GHz Octa-Core Cortex-A53,"Android OS, v5.1 (Lollipop)","27,500"
QMobile Noir A1,4GB RAM,64GB Built-in,2 Ghz Octa Core,Android v7.0 Nougat,"21,500"
QMobile Noir M6,4GB RAM,64GB Built-in,2 Ghz Octa Core,Android v6.0 Marshmallow,"20,500"
QMobile Noir Z9,2GB RAM,16GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v5.0.2 (Lollipop)","19,500"
QMobile Noir Z9 Plus,autofocus,13 MP,HD Amoled Display,Android V5.1 (Lollipop,"19,500"
QMobile Phantom P1 Pro,autofocus,13 MP,"IPS LCD Capacitive Touchscreen, 16M colors, Multitouch",Android 8.1 Oreo (Go edition),"18,500"
QMobile Noir J7 Pro,3GB RAM,32GB Built-in,1.5 Ghz Quad Core,Android v6.0 Marshmallow,"17,999"
QMobile QInfinity Prime,autofocus,13 MP,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Android V8.1 Oreo,"17,999"
QMobile Noir Z8 Plus,2GB RAM,16GB built-in,1.2GHz Quad-core,Android 4.4 (Kit KAt),"17,990"
QMobile Noir A1 Lite,autofocus,13 MP,"IPS LCD Capacitive Touchscreen, 16M Colors",Android v7.0 Nougat,"17,500"
QMobile Q Infinity,3GB RAM,32GB Built-in,1.4 Ghz Quad Core,Android v7.0 Nougat,"16,999"
QMobile Phantom P1,autofocus,13 MP,"IPS LCD Capacitive Touchscreen, 16M colors, Multitouch",Android 8.1 Oreo (Go edition),"16,999"
QMobile Noir Z10,DDR 3 3GB RAM,16GB built-in,1.3 GHz Octa-Core Cortex-A53,"Android OS, v5.1 (Lollipop) upgradable to v6.0 (Marshmallow)","16,500"
QMobile Noir Z10 White,DDR 3 3GB RAM,16GB built-in,1.3 GHz Octa-Core Cortex-A53,"Android OS, v5.1 (Lollipop) upgradable to v6.0 (Marshmallow)","16,500"
QMobile Noir A6,autofocus,13MP,"IPS Display, 16M colors, Multitouch, 2.5D Glass",Android oS V5.1 (Lollipop),"16,500"
QMobile Noir X1S,3GB RAM,32GB Built-in,1.5 Ghz Quad Core,Android v7.0 Nougat,"16,500"
QMobile Noir CS1 Plus,3GB RAM,32GB Built-in,1.3 Ghz Quad Core cortex-A53,Android v7.0 Nougat,"16,500"
QMobile Noir S9,autofocus,13 MP,"IPS HD Capacitive touchscreen, 16M colors, Multitouch",Android V5.1 (Lollipop),"16,000"
QMobile Noir LT750,autofocus,8MP,"IPS Display, 16M colors, Multitouch","Android OS, V5.1 (Lollipop)","16,000"
QMobile King Kong Max,3GB RAM,32GB built-in,1.5 GHZ Octa-Core,Android OS V6.0 (Marshmallow),"16,000"
QMobile Noir LT700 Pro,autofocus,13 MP,"HD IPS Display, Multitouch",Android os V6.0 (marshmallow),"15,500"
QMobile Noir E3 Dual,autofocus,Dual 13 MP + 8 MP,"On-Cell IPS Capacitive Touchscreen, 16M Colors, Multitouch",Android v7.0 Nougat,"15,000"
QMobile Noir A3,autofocus,8MP,"IPS Capacitive Display, 16M colors, Multitouch",Android oS V5.1 (Lollipop),"14,500"
QMobile QInfinity Cinema,autofocus,8 MP,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Android v7.1.1 Nougat,"14,500"
QMobile Noir M6 Lite,3GB RAM,16GB built-in,1.3 GHZ Quad-Core,Android OS V6.0 (Marshmallow),"14,000"
QMobile Noir E2,autofocus,13 MP,"IPS LCD capacitive LCD touchscreen, 16M Colors, Multitouch",Android v7.0 Nougat,"14,000"
QMobile CS1,3GB RAM,32GB Built-in,1.3 Ghz Quad Core,Android v7.0 Nougat,"13,999"
QMobile Noir LT700 3GB,autofocus,8MP,"HD IPS Display, 16M colors, Multitouch","Android OS, V5.1 (Lollipop)","13,750"
QMobile Energy X2,autofocus,8 MP,"HD Display, 16M colors, Multitouch",Android Os V6.0 (Marshmallow),"13,000"
QMobile Noir S15,3GB RAM,16GB Built-in,1.3 Ghz Quad Core,Android v7.0 Nougat,"12,999"
QMobile Noir Z8,2GB RAM,16GB built-in,1.2GHz Quad-core,Android 4.4 (Kit KAt),"12,500"
QMobile Noir S5,1GB RAM,8GB built-in,1.3 GHZ Quad-Core Cortex-A7,"Android OS, v5.0 (Lollipop)","12,500"
QMobile Noir LT680,2GB RAM,16GB Built-in,1.0 GHz Quad-Core ARM Cortex-A53,"Android OS, v5.1 (Lollipop)","12,500"
QMobile Noir M350 Pro,2GB RAM,16GB built-in,1.3 GHZ Quad-Core,Android OS V6.0 (Marshmallow),"12,500"
QMobile S9,autofocus,8 MP,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Android v7.0 Nougat,"12,500"
QMobile Fire,autofocus,8 MP,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Android V8.0 Oreo,"12,500"
QMobile Noir LT700,autofocus,8MP,"HD IPS Display, 16M colors, Multitouch","Android OS, V5.1 (Lollipop)","12,200"
QMobile Noir S8 Plus,2GB RAM,16GB Built-in,1.3 Ghz Quad-Core Cortex-A53,Android v7.0 Nougat,"12,000"
QMobile QInfinity E,2GB RAM,16GB Built-in,1.3 Ghz Quad Core Cortex-A53,Android v7.0 Nougat,"12,000"
QMobile Noir S6 Plus,2GB RAM,16GB built-in,"Quad-Core 1.3 GHZ ARM Cortex-A7, 32-bit",Android OS V6.0 (Marshmallow),"11,999"
